2025-01-01 20:46:22 - Model: SimpleCNN_11_UE
2025-01-01 20:46:22 - Learning rate: 0.001
2025-01-01 20:46:22 - Number of epochs: 64
2025-01-01 20:46:22 - Train batch size: 64
2025-01-01 20:46:22 - Test batch size: 64
2025-01-01 20:46:22 - Federated learning epochs: 30
2025-01-01 20:46:22 - Number of clients: 10
2025-01-01 20:46:27 - Before train, fl0Client4 gNB_test Accuracy  8.41 %
2025-01-01 20:46:27 - Before train, fl0Client4 client_test Accuracy  8.3 %
2025-01-01 21:03:25 - running Epoch:51, fl78Client0,avg_loss is 0.0010900997624532143
2025-01-01 21:03:26 - running Epoch:52, fl78Client0,avg_loss is 0.001021981660403382
2025-01-01 21:03:27 - running Epoch:53, fl78Client0,avg_loss is 0.0009244688004815267
2025-01-01 21:03:28 - running Epoch:54, fl78Client0,avg_loss is 0.0008402592999878327
2025-01-01 21:03:29 - running Epoch:55, fl78Client0,avg_loss is 0.0007738066974237467
2025-01-01 21:03:30 - running Epoch:56, fl78Client0,avg_loss is 0.0007603798559690012
2025-01-01 21:03:31 - running Epoch:57, fl78Client0,avg_loss is 0.0007501631231736863
2025-01-01 21:03:32 - running Epoch:58, fl78Client0,avg_loss is 0.0006739472601226755
2025-01-01 21:03:33 - running Epoch:59, fl78Client0,avg_loss is 0.0006313065657851911
2025-01-01 21:03:34 - running Epoch:60, fl78Client0,avg_loss is 0.0006409531736988103
2025-01-01 21:03:35 - running Epoch:61, fl78Client0,avg_loss is 0.0005983403471999955
2025-01-01 21:03:36 - running Epoch:62, fl78Client0,avg_loss is 0.0005618833450090635
2025-01-01 21:03:37 - running Epoch:63, fl78Client0,avg_loss is 0.0004908130485770776
2025-01-01 21:03:38 - After train, fl4Client0 gNB_test Accuracy  67.78 %
2025-01-01 21:03:39 - After train, fl4Client0 Test Accuracy  66.2 %
2025-01-01 21:03:39 - get all clients models ready
2025-01-01 21:03:39 - model prunning done
2025-01-01 21:03:40 - -----fl4merged_model Test Accuracy  70.06 %-----
2025-01-01 21:03:41 - Before train, fl5Client4 gNB_test Accuracy  70.06 %
2025-01-01 21:03:42 - Before train, fl5Client4 client_test Accuracy  69.3 %
2025-01-01 21:03:43 - running Epoch:0, fl78Client4,avg_loss is 0.9235628335913525
2025-01-01 21:03:44 - running Epoch:1, fl78Client4,avg_loss is 0.5292822137663636
2025-01-01 21:03:44 - running Epoch:2, fl78Client4,avg_loss is 0.30950537300373937
2025-01-01 21:03:45 - running Epoch:3, fl78Client4,avg_loss is 0.2114966473058809
2025-01-01 21:03:46 - running Epoch:4, fl78Client4,avg_loss is 0.1590269312168224
2025-01-01 21:03:47 - running Epoch:5, fl78Client4,avg_loss is 0.09002555081550079
2025-01-01 21:03:48 - running Epoch:6, fl78Client4,avg_loss is 0.054761972360878805
2025-01-01 21:03:49 - running Epoch:7, fl78Client4,avg_loss is 0.03669887993343269
2025-01-01 21:03:50 - running Epoch:8, fl78Client4,avg_loss is 0.022873867456388624
2025-01-01 21:03:51 - running Epoch:9, fl78Client4,avg_loss is 0.018207832699335073
2025-01-01 21:03:51 - running Epoch:10, fl78Client4,avg_loss is 0.014969682014441188
2025-01-01 21:03:52 - running Epoch:11, fl78Client4,avg_loss is 0.013289429665885017
2025-01-01 21:03:53 - running Epoch:12, fl78Client4,avg_loss is 0.010254460870276523
2025-01-01 21:03:54 - running Epoch:13, fl78Client4,avg_loss is 0.008787221157381052
2025-01-01 21:03:55 - running Epoch:14, fl78Client4,avg_loss is 0.008169324703137332
2025-01-01 21:03:56 - running Epoch:15, fl78Client4,avg_loss is 0.007143416848693845
2025-01-01 21:03:57 - running Epoch:16, fl78Client4,avg_loss is 0.0067922952083894345
2025-01-01 21:03:58 - running Epoch:17, fl78Client4,avg_loss is 0.005887934882075915
2025-01-01 21:03:59 - running Epoch:18, fl78Client4,avg_loss is 0.005403587317589341
2025-01-01 21:04:00 - running Epoch:19, fl78Client4,avg_loss is 0.005075129170465885
2025-01-01 21:04:00 - Tweak done
2025-01-01 21:04:01 - running Epoch:20, fl78Client4,avg_loss is 0.7162319425776412
2025-01-01 21:04:02 - running Epoch:21, fl78Client4,avg_loss is 0.08630315160166614
2025-01-01 21:04:03 - running Epoch:22, fl78Client4,avg_loss is 0.06327371681816404
2025-01-01 21:04:04 - running Epoch:23, fl78Client4,avg_loss is 0.015589382128106266
2025-01-01 21:04:05 - running Epoch:24, fl78Client4,avg_loss is 0.01043839131988868
2025-01-01 21:04:06 - running Epoch:25, fl78Client4,avg_loss is 0.0061648722791077595
2025-01-01 21:04:07 - running Epoch:26, fl78Client4,avg_loss is 0.005028626527873021
2025-01-01 21:04:08 - running Epoch:27, fl78Client4,avg_loss is 0.0041160303067793195
2025-01-01 21:04:09 - running Epoch:28, fl78Client4,avg_loss is 0.003745224789563048
2025-01-01 21:04:10 - running Epoch:29, fl78Client4,avg_loss is 0.0034576854123321327
2025-01-01 21:04:11 - running Epoch:30, fl78Client4,avg_loss is 0.0032136771043974766
2025-01-01 21:04:12 - running Epoch:31, fl78Client4,avg_loss is 0.0025945255927788684
2025-01-01 21:04:13 - running Epoch:32, fl78Client4,avg_loss is 0.0023134853867696056
2025-01-01 21:04:14 - running Epoch:33, fl78Client4,avg_loss is 0.0021891096486014467
2025-01-01 21:04:16 - running Epoch:34, fl78Client4,avg_loss is 0.0021578124385397833
2025-01-01 21:04:17 - running Epoch:35, fl78Client4,avg_loss is 0.0018018439273597509
2025-01-01 21:04:18 - running Epoch:36, fl78Client4,avg_loss is 0.00166054400600658
2025-01-01 21:04:19 - running Epoch:37, fl78Client4,avg_loss is 0.0016174700267353578
2025-01-01 21:04:20 - running Epoch:38, fl78Client4,avg_loss is 0.001392665163310292
2025-01-01 21:04:21 - running Epoch:39, fl78Client4,avg_loss is 0.001290633255480258
2025-01-01 21:04:22 - running Epoch:40, fl78Client4,avg_loss is 0.001218627648327877
2025-01-01 21:04:23 - running Epoch:41, fl78Client4,avg_loss is 0.0011176049493435958
2025-01-01 21:04:24 - running Epoch:42, fl78Client4,avg_loss is 0.0011111258955000417
2025-01-01 21:04:25 - running Epoch:43, fl78Client4,avg_loss is 0.0009962237129485989
2025-01-01 21:04:26 - running Epoch:44, fl78Client4,avg_loss is 0.0009508407888403517
2025-01-01 21:04:27 - running Epoch:45, fl78Client4,avg_loss is 0.0008665738407009623
2025-01-01 21:04:28 - running Epoch:46, fl78Client4,avg_loss is 0.0008306341169142647
2025-01-01 21:04:30 - running Epoch:47, fl78Client4,avg_loss is 0.0007702446634044186
2025-01-01 21:04:31 - running Epoch:48, fl78Client4,avg_loss is 0.0007387389833419996
2025-01-01 21:04:32 - running Epoch:49, fl78Client4,avg_loss is 0.0006799887198235699
2025-01-01 21:04:33 - running Epoch:50, fl78Client4,avg_loss is 0.0006741531056210493
2025-01-01 21:04:34 - running Epoch:51, fl78Client4,avg_loss is 0.0006276820974182809
2025-01-01 21:04:35 - running Epoch:52, fl78Client4,avg_loss is 0.0006094807169482678
2025-01-01 21:04:36 - running Epoch:53, fl78Client4,avg_loss is 0.000560151757539804
2025-01-01 21:04:37 - running Epoch:54, fl78Client4,avg_loss is 0.0005156575677079396
2025-01-01 21:04:38 - running Epoch:55, fl78Client4,avg_loss is 0.0004937137864659764
2025-01-01 21:04:39 - running Epoch:56, fl78Client4,avg_loss is 0.00047281012933736644
2025-01-01 21:04:40 - running Epoch:57, fl78Client4,avg_loss is 0.0004323757595465153
2025-01-01 21:04:41 - running Epoch:58, fl78Client4,avg_loss is 0.0004227612642099774
2025-01-01 21:04:42 - running Epoch:59, fl78Client4,avg_loss is 0.0003957316114366809
2025-01-01 21:04:43 - running Epoch:60, fl78Client4,avg_loss is 0.0003810724360673818
2025-01-01 21:04:44 - running Epoch:61, fl78Client4,avg_loss is 0.00035399295606273166
2025-01-01 21:04:45 - running Epoch:62, fl78Client4,avg_loss is 0.00034469436051742515
2025-01-01 21:04:47 - running Epoch:63, fl78Client4,avg_loss is 0.0003248882377549676
2025-01-01 21:04:48 - After train, fl5Client4 gNB_test Accuracy  68.57 %
2025-01-01 21:04:48 - After train, fl5Client4 Test Accuracy  68.7 %
2025-01-01 21:04:49 - Before train, fl5Client6 gNB_test Accuracy  70.06 %
2025-01-01 21:04:50 - Before train, fl5Client6 client_test Accuracy  71.0 %
2025-01-01 21:04:51 - running Epoch:0, fl78Client6,avg_loss is 0.9211418228813365
2025-01-01 21:04:52 - running Epoch:1, fl78Client6,avg_loss is 0.5260401243650461
2025-01-01 21:04:52 - running Epoch:2, fl78Client6,avg_loss is 0.3276187371981295
2025-01-01 21:04:53 - running Epoch:3, fl78Client6,avg_loss is 0.22893070750221423
2025-01-01 21:04:54 - running Epoch:4, fl78Client6,avg_loss is 0.15219520541686046
2025-01-01 21:04:55 - running Epoch:5, fl78Client6,avg_loss is 0.10059644571870943
2025-01-01 21:04:56 - running Epoch:6, fl78Client6,avg_loss is 0.06042358038734786
2025-01-01 21:04:57 - running Epoch:7, fl78Client6,avg_loss is 0.03691488704820977
2025-01-01 21:04:58 - running Epoch:8, fl78Client6,avg_loss is 0.02632145400901761
2025-01-01 21:04:59 - running Epoch:9, fl78Client6,avg_loss is 0.01939524195003736
2025-01-01 21:04:59 - running Epoch:10, fl78Client6,avg_loss is 0.015849168718898597
2025-01-01 21:05:00 - running Epoch:11, fl78Client6,avg_loss is 0.01425506202268261
2025-01-01 21:05:01 - running Epoch:12, fl78Client6,avg_loss is 0.012444349618840821
2025-01-01 21:05:02 - running Epoch:13, fl78Client6,avg_loss is 0.01071018295339014
2025-01-01 21:05:03 - running Epoch:14, fl78Client6,avg_loss is 0.00970999390046006
2025-01-01 21:05:04 - running Epoch:15, fl78Client6,avg_loss is 0.008553627784116358
2025-01-01 21:05:05 - running Epoch:16, fl78Client6,avg_loss is 0.007840201706637311
2025-01-01 21:05:06 - running Epoch:17, fl78Client6,avg_loss is 0.007006502610077209
2025-01-01 21:05:07 - running Epoch:18, fl78Client6,avg_loss is 0.006351479461793846
2025-01-01 21:05:08 - running Epoch:19, fl78Client6,avg_loss is 0.0058749061920739054
2025-01-01 21:05:08 - Tweak done
2025-01-01 21:05:09 - running Epoch:20, fl78Client6,avg_loss is 0.9493010359922354
2025-01-01 21:05:10 - running Epoch:21, fl78Client6,avg_loss is 0.18930001462562174
2025-01-01 21:05:11 - running Epoch:22, fl78Client6,avg_loss is 0.03276257213393721
2025-01-01 21:05:12 - running Epoch:23, fl78Client6,avg_loss is 0.013690211597971524
2025-01-01 21:05:13 - running Epoch:24, fl78Client6,avg_loss is 0.010986480690963283
2025-01-01 21:05:14 - running Epoch:25, fl78Client6,avg_loss is 0.007840193112534059
2025-01-01 21:05:15 - running Epoch:26, fl78Client6,avg_loss is 0.00603912417081338
2025-01-01 21:05:16 - running Epoch:27, fl78Client6,avg_loss is 0.005215758195477007
2025-01-01 21:05:17 - running Epoch:28, fl78Client6,avg_loss is 0.004682294938925512
2025-01-01 21:05:19 - running Epoch:29, fl78Client6,avg_loss is 0.004237033842320118
2025-01-01 21:05:20 - running Epoch:30, fl78Client6,avg_loss is 0.003605917280707862
2025-01-01 21:05:21 - running Epoch:31, fl78Client6,avg_loss is 0.003289042510787803
2025-01-01 21:05:22 - running Epoch:32, fl78Client6,avg_loss is 0.002920065764809334
2025-01-01 21:05:23 - running Epoch:33, fl78Client6,avg_loss is 0.002711384308147185
2025-01-01 21:05:24 - running Epoch:34, fl78Client6,avg_loss is 0.002544558663039079
2025-01-01 21:05:25 - running Epoch:35, fl78Client6,avg_loss is 0.00231255871786064
2025-01-01 21:05:26 - running Epoch:36, fl78Client6,avg_loss is 0.00214451044146561
2025-01-01 21:05:27 - running Epoch:37, fl78Client6,avg_loss is 0.002054576865173405
2025-01-01 21:05:28 - running Epoch:38, fl78Client6,avg_loss is 0.001961124456735163
2025-01-01 21:05:29 - running Epoch:39, fl78Client6,avg_loss is 0.0018927593571074967
2025-01-01 21:05:30 - running Epoch:40, fl78Client6,avg_loss is 0.0018680901178217764
2025-01-01 21:05:31 - running Epoch:41, fl78Client6,avg_loss is 0.0016807244097389563
2025-01-01 21:05:32 - running Epoch:42, fl78Client6,avg_loss is 0.0014281733745496862
2025-01-01 21:05:33 - running Epoch:43, fl78Client6,avg_loss is 0.0013031115323670587
2025-01-01 21:05:34 - running Epoch:44, fl78Client6,avg_loss is 0.0011998092721782247
2025-01-01 21:05:35 - running Epoch:45, fl78Client6,avg_loss is 0.0011224595813634746
2025-01-01 21:05:37 - running Epoch:46, fl78Client6,avg_loss is 0.0010918406500699163
2025-01-01 21:05:38 - running Epoch:47, fl78Client6,avg_loss is 0.0010339212073366853
2025-01-01 21:05:39 - running Epoch:48, fl78Client6,avg_loss is 0.0009664090724567636
2025-01-01 21:05:40 - running Epoch:49, fl78Client6,avg_loss is 0.0009452493712482856
2025-01-01 21:05:41 - running Epoch:50, fl78Client6,avg_loss is 0.0008473042542368315
2025-01-01 21:05:42 - running Epoch:51, fl78Client6,avg_loss is 0.0008187166837344677
2025-01-01 21:05:43 - running Epoch:52, fl78Client6,avg_loss is 0.0008102447948347824
2025-01-01 21:05:44 - running Epoch:53, fl78Client6,avg_loss is 0.0008391986038871817
2025-01-01 21:05:45 - running Epoch:54, fl78Client6,avg_loss is 0.0007520940904859217
2025-01-01 21:05:46 - running Epoch:55, fl78Client6,avg_loss is 0.0007509420724597441
2025-01-01 21:05:47 - running Epoch:56, fl78Client6,avg_loss is 0.0007132115148308487
2025-01-01 21:05:48 - running Epoch:57, fl78Client6,avg_loss is 0.0006166338855017543
2025-01-01 21:05:49 - running Epoch:58, fl78Client6,avg_loss is 0.0006060163038075441
2025-01-01 21:05:50 - running Epoch:59, fl78Client6,avg_loss is 0.0005295364259111495
2025-01-01 21:05:51 - running Epoch:60, fl78Client6,avg_loss is 0.0004792717713538463
2025-01-01 21:05:52 - running Epoch:61, fl78Client6,avg_loss is 0.0004577682345451292
2025-01-01 21:05:53 - running Epoch:62, fl78Client6,avg_loss is 0.0004391754792098404
2025-01-01 21:05:54 - running Epoch:63, fl78Client6,avg_loss is 0.0004192550413905867
2025-01-01 21:05:56 - After train, fl5Client6 gNB_test Accuracy  68.31 %
2025-01-01 21:05:56 - After train, fl5Client6 Test Accuracy  69.19999999999999 %
2025-01-01 21:05:57 - Before train, fl5Client0 gNB_test Accuracy  70.06 %
2025-01-01 21:05:58 - Before train, fl5Client0 client_test Accuracy  69.19999999999999 %
2025-01-01 21:05:59 - running Epoch:0, fl78Client0,avg_loss is 0.872484112464929
2025-01-01 21:06:00 - running Epoch:1, fl78Client0,avg_loss is 0.5196064137205293
2025-01-01 21:06:01 - running Epoch:2, fl78Client0,avg_loss is 0.35174729491147816
2025-01-01 21:06:02 - running Epoch:3, fl78Client0,avg_loss is 0.20899795910602884
2025-01-01 21:06:03 - running Epoch:4, fl78Client0,avg_loss is 0.16500853492489345
2025-01-01 21:06:04 - running Epoch:5, fl78Client0,avg_loss is 0.09649958185662952
2025-01-01 21:06:05 - running Epoch:6, fl78Client0,avg_loss is 0.05826782193506443
2025-01-01 21:06:06 - running Epoch:7, fl78Client0,avg_loss is 0.03767777234315872
2025-01-01 21:06:07 - running Epoch:8, fl78Client0,avg_loss is 0.029361168665316285
2025-01-01 21:06:08 - running Epoch:9, fl78Client0,avg_loss is 0.021070286619795275
2025-01-01 21:06:08 - running Epoch:10, fl78Client0,avg_loss is 0.01755816349170253
2025-01-01 21:06:09 - running Epoch:11, fl78Client0,avg_loss is 0.015298034288460695
2025-01-01 21:06:10 - running Epoch:12, fl78Client0,avg_loss is 0.0133988539263889
2025-01-01 21:06:11 - running Epoch:13, fl78Client0,avg_loss is 0.012688931018774267
2025-01-01 21:06:12 - running Epoch:14, fl78Client0,avg_loss is 0.010332283935262055
2025-01-01 21:06:13 - running Epoch:15, fl78Client0,avg_loss is 0.009352917134573188
2025-01-01 21:06:14 - running Epoch:16, fl78Client0,avg_loss is 0.008610178468913971
2025-01-01 21:06:15 - running Epoch:17, fl78Client0,avg_loss is 0.007785777525999878
2025-01-01 21:06:16 - running Epoch:18, fl78Client0,avg_loss is 0.00699591262360351
2025-01-01 21:06:16 - running Epoch:19, fl78Client0,avg_loss is 0.006441105080509111
2025-01-01 21:06:16 - Tweak done
2025-01-01 21:06:17 - running Epoch:20, fl78Client0,avg_loss is 2.2998525994075343
2025-01-01 21:06:19 - running Epoch:21, fl78Client0,avg_loss is 0.23882218365427815
2025-01-01 21:06:20 - running Epoch:22, fl78Client0,avg_loss is 0.06152299878812289
2025-01-01 21:06:21 - running Epoch:23, fl78Client0,avg_loss is 0.03145697656311566
2025-01-01 21:06:22 - running Epoch:24, fl78Client0,avg_loss is 0.0208821118561716
2025-01-01 21:06:23 - running Epoch:25, fl78Client0,avg_loss is 0.014692857401752019
2025-01-01 21:06:24 - running Epoch:26, fl78Client0,avg_loss is 0.011854317481334828
2025-01-01 21:06:25 - running Epoch:27, fl78Client0,avg_loss is 0.008737007385897862
2025-01-01 21:06:26 - running Epoch:28, fl78Client0,avg_loss is 0.007067164562383219
2025-01-01 21:06:27 - running Epoch:29, fl78Client0,avg_loss is 0.006006172607664632
2025-01-01 21:06:28 - running Epoch:30, fl78Client0,avg_loss is 0.0055422352986481
2025-01-01 21:06:29 - running Epoch:31, fl78Client0,avg_loss is 0.004549572774786738
2025-01-01 21:06:30 - running Epoch:32, fl78Client0,avg_loss is 0.003955244508135734
2025-01-01 21:06:31 - running Epoch:33, fl78Client0,avg_loss is 0.00349508819193874
2025-01-01 21:06:33 - running Epoch:34, fl78Client0,avg_loss is 0.0033306816071154008
2025-01-01 21:06:34 - running Epoch:35, fl78Client0,avg_loss is 0.002881830537550246
2025-01-01 21:06:35 - running Epoch:36, fl78Client0,avg_loss is 0.002616654151661581
2025-01-01 21:06:36 - running Epoch:37, fl78Client0,avg_loss is 0.0024577229581419615
2025-01-01 21:06:37 - running Epoch:38, fl78Client0,avg_loss is 0.0023492869517259016
2025-01-01 21:06:38 - running Epoch:39, fl78Client0,avg_loss is 0.0020052016317797234
2025-01-01 21:06:39 - running Epoch:40, fl78Client0,avg_loss is 0.0018422692745947574
2025-01-01 21:06:40 - running Epoch:41, fl78Client0,avg_loss is 0.0017129923401200035
2025-01-01 21:06:41 - running Epoch:42, fl78Client0,avg_loss is 0.0015903381303636521
2025-01-01 21:06:42 - running Epoch:43, fl78Client0,avg_loss is 0.001491646518152726
2025-01-01 21:06:43 - running Epoch:44, fl78Client0,avg_loss is 0.001455636038533353
2025-01-01 21:06:44 - running Epoch:45, fl78Client0,avg_loss is 0.0013800258055635835
2025-01-01 21:06:45 - running Epoch:46, fl78Client0,avg_loss is 0.0012206948484600629
2025-01-01 21:06:46 - running Epoch:47, fl78Client0,avg_loss is 0.0011875378144787082
2025-01-01 21:06:47 - running Epoch:48, fl78Client0,avg_loss is 0.0010966825331384434
2025-01-01 21:06:48 - running Epoch:49, fl78Client0,avg_loss is 0.0010548202369562527
2025-01-01 21:06:49 - running Epoch:50, fl78Client0,avg_loss is 0.0009422286640546179
2025-01-01 21:06:50 - running Epoch:51, fl78Client0,avg_loss is 0.0009328626491176554
2025-01-01 21:06:51 - running Epoch:52, fl78Client0,avg_loss is 0.0008536763802388848
2025-01-01 21:06:52 - running Epoch:53, fl78Client0,avg_loss is 0.0008518421363757475
2025-01-01 21:06:54 - running Epoch:54, fl78Client0,avg_loss is 0.0008114402029881419
2025-01-01 21:06:55 - running Epoch:55, fl78Client0,avg_loss is 0.0007674347773589241
2025-01-01 21:06:56 - running Epoch:56, fl78Client0,avg_loss is 0.0007222116725147949
2025-01-01 21:06:57 - running Epoch:57, fl78Client0,avg_loss is 0.0006683151889002964
2025-01-01 21:06:58 - running Epoch:58, fl78Client0,avg_loss is 0.000626391621786936
2025-01-01 21:06:59 - running Epoch:59, fl78Client0,avg_loss is 0.0005695228079920399
2025-01-01 21:07:00 - running Epoch:60, fl78Client0,avg_loss is 0.000555838939374242
2025-01-01 21:07:01 - running Epoch:61, fl78Client0,avg_loss is 0.0005413142767516731
2025-01-01 21:07:02 - running Epoch:62, fl78Client0,avg_loss is 0.0005054091036325627
2025-01-01 21:07:03 - running Epoch:63, fl78Client0,avg_loss is 0.0004640650807266843
2025-01-01 21:07:04 - After train, fl5Client0 gNB_test Accuracy  68.61 %
2025-01-01 21:07:04 - After train, fl5Client0 Test Accuracy  67.80000000000001 %
2025-01-01 21:07:04 - get all clients models ready
2025-01-01 21:07:04 - model prunning done
2025-01-01 21:07:05 - -----fl5merged_model Test Accuracy  70.35 %-----
2025-01-01 21:07:07 - Before train, fl6Client6 gNB_test Accuracy  70.35 %
2025-01-01 21:07:07 - Before train, fl6Client6 client_test Accuracy  70.7 %
2025-01-01 21:07:08 - running Epoch:0, fl78Client6,avg_loss is 0.46842715766610976
2025-01-01 21:07:09 - running Epoch:1, fl78Client6,avg_loss is 0.21520240142752853
2025-01-01 21:07:10 - running Epoch:2, fl78Client6,avg_loss is 0.11527964609521854
2025-01-01 21:07:11 - running Epoch:3, fl78Client6,avg_loss is 0.10627481749847154
2025-01-01 21:07:11 - running Epoch:4, fl78Client6,avg_loss is 0.024513281398464606
2025-01-01 21:07:12 - running Epoch:5, fl78Client6,avg_loss is 0.013158638949824285
2025-01-01 21:07:13 - running Epoch:6, fl78Client6,avg_loss is 0.009381756434052051
2025-01-01 21:07:14 - running Epoch:7, fl78Client6,avg_loss is 0.006603832000017732
2025-01-01 21:07:15 - running Epoch:8, fl78Client6,avg_loss is 0.0058811272500389365
2025-01-01 21:07:16 - running Epoch:9, fl78Client6,avg_loss is 0.005353743404951654
2025-01-01 21:07:17 - running Epoch:10, fl78Client6,avg_loss is 0.00473625154552769
2025-01-01 21:07:18 - running Epoch:11, fl78Client6,avg_loss is 0.004236411350437358
2025-01-01 21:07:19 - running Epoch:12, fl78Client6,avg_loss is 0.003837697278661064
2025-01-01 21:07:20 - running Epoch:13, fl78Client6,avg_loss is 0.0035137901203471083
2025-01-01 21:07:21 - running Epoch:14, fl78Client6,avg_loss is 0.003265694258263028
2025-01-01 21:07:22 - running Epoch:15, fl78Client6,avg_loss is 0.002989062354192609
2025-01-01 21:07:22 - running Epoch:16, fl78Client6,avg_loss is 0.0027661648714514095
2025-01-01 21:07:23 - running Epoch:17, fl78Client6,avg_loss is 0.0026311295378151573
2025-01-01 21:07:24 - running Epoch:18, fl78Client6,avg_loss is 0.002426696177925679
2025-01-01 21:07:25 - running Epoch:19, fl78Client6,avg_loss is 0.002243423968541754
2025-01-01 21:07:25 - Tweak done
2025-01-01 21:07:26 - running Epoch:20, fl78Client6,avg_loss is 0.4430061720011025
2025-01-01 21:07:27 - running Epoch:21, fl78Client6,avg_loss is 0.20700069139652613
2025-01-01 21:07:28 - running Epoch:22, fl78Client6,avg_loss is 0.1215334117318256
2025-01-01 21:07:29 - running Epoch:23, fl78Client6,avg_loss is 0.02816865698705557
2025-01-01 21:07:30 - running Epoch:24, fl78Client6,avg_loss is 0.008447771856584881
2025-01-01 21:07:31 - running Epoch:25, fl78Client6,avg_loss is 0.005121792914180816
2025-01-01 21:07:32 - running Epoch:26, fl78Client6,avg_loss is 0.004022137099829844
2025-01-01 21:07:33 - running Epoch:27, fl78Client6,avg_loss is 0.0031222227881249937
2025-01-01 21:07:34 - running Epoch:28, fl78Client6,avg_loss is 0.0027936219379211527
2025-01-01 21:07:36 - running Epoch:29, fl78Client6,avg_loss is 0.002683259116462137
2025-01-01 21:07:37 - running Epoch:30, fl78Client6,avg_loss is 0.002669014156017971
2025-01-01 21:07:38 - running Epoch:31, fl78Client6,avg_loss is 0.0018979891828155215
2025-01-01 21:07:39 - running Epoch:32, fl78Client6,avg_loss is 0.001728409387707663
2025-01-01 21:07:40 - running Epoch:33, fl78Client6,avg_loss is 0.0015881452370505732
2025-01-01 21:07:41 - running Epoch:34, fl78Client6,avg_loss is 0.0014549127803478814
2025-01-01 21:07:42 - running Epoch:35, fl78Client6,avg_loss is 0.0013299255847011374
2025-01-01 21:07:43 - running Epoch:36, fl78Client6,avg_loss is 0.0012666401232274461
2025-01-01 21:07:44 - running Epoch:37, fl78Client6,avg_loss is 0.0012645377244069418
2025-01-01 21:07:45 - running Epoch:38, fl78Client6,avg_loss is 0.0011276258560946753
2025-01-01 21:07:46 - running Epoch:39, fl78Client6,avg_loss is 0.0009905755261248096
2025-01-01 21:07:47 - running Epoch:40, fl78Client6,avg_loss is 0.0009348742793538147
2025-01-01 21:07:48 - running Epoch:41, fl78Client6,avg_loss is 0.0008705681918595646
2025-01-01 21:07:49 - running Epoch:42, fl78Client6,avg_loss is 0.0008140466466274914
2025-01-01 21:07:50 - running Epoch:43, fl78Client6,avg_loss is 0.0007710364183758775
2025-01-01 21:07:51 - running Epoch:44, fl78Client6,avg_loss is 0.0007503770484848396
2025-01-01 21:07:52 - running Epoch:45, fl78Client6,avg_loss is 0.0007954327189923511
2025-01-01 21:07:53 - running Epoch:46, fl78Client6,avg_loss is 0.000681416025455994
2025-01-01 21:07:54 - running Epoch:47, fl78Client6,avg_loss is 0.0006831609603471441
2025-01-01 21:07:55 - running Epoch:48, fl78Client6,avg_loss is 0.0006060828616889783
2025-01-01 21:07:56 - running Epoch:49, fl78Client6,avg_loss is 0.0005661079367546106
2025-01-01 21:07:58 - running Epoch:50, fl78Client6,avg_loss is 0.00051706187210423
2025-01-01 21:07:59 - running Epoch:51, fl78Client6,avg_loss is 0.0004917045869522646
2025-01-01 21:08:00 - running Epoch:52, fl78Client6,avg_loss is 0.0004814752120424439
2025-01-01 21:08:01 - running Epoch:53, fl78Client6,avg_loss is 0.00046005970713700154
2025-01-01 21:08:02 - running Epoch:54, fl78Client6,avg_loss is 0.00043230302096933975
2025-01-01 21:08:03 - running Epoch:55, fl78Client6,avg_loss is 0.00040978685395697814
2025-01-01 21:08:04 - running Epoch:56, fl78Client6,avg_loss is 0.00038666704973895573
2025-01-01 21:08:05 - running Epoch:57, fl78Client6,avg_loss is 0.00036442908642613154
2025-01-01 21:08:06 - running Epoch:58, fl78Client6,avg_loss is 0.00034732660930751104
2025-01-01 21:08:07 - running Epoch:59, fl78Client6,avg_loss is 0.0003331826660484429
2025-01-01 21:08:08 - running Epoch:60, fl78Client6,avg_loss is 0.0003139385386205078
2025-01-01 21:08:09 - running Epoch:61, fl78Client6,avg_loss is 0.00031153922860033197
2025-01-01 21:08:10 - running Epoch:62, fl78Client6,avg_loss is 0.0003002995420306261
2025-01-01 21:08:11 - running Epoch:63, fl78Client6,avg_loss is 0.0002991141813300267
2025-01-01 21:08:12 - After train, fl6Client6 gNB_test Accuracy  68.88 %
2025-01-01 21:08:13 - After train, fl6Client6 Test Accuracy  69.69999999999999 %
2025-01-01 21:08:14 - Before train, fl6Client5 gNB_test Accuracy  70.35 %
2025-01-01 21:08:14 - Before train, fl6Client5 client_test Accuracy  73.5 %
2025-01-01 21:08:15 - running Epoch:0, fl78Client5,avg_loss is 1.8739439022691944
2025-01-01 21:08:16 - running Epoch:1, fl78Client5,avg_loss is 1.2680680133119415
2025-01-01 21:08:17 - running Epoch:2, fl78Client5,avg_loss is 1.0482084252223183
2025-01-01 21:08:18 - running Epoch:3, fl78Client5,avg_loss is 0.7884709646430197
2025-01-01 21:08:19 - running Epoch:4, fl78Client5,avg_loss is 0.6866120439541491
2025-01-01 21:08:19 - running Epoch:5, fl78Client5,avg_loss is 0.5044508242531668
2025-01-01 21:08:20 - running Epoch:6, fl78Client5,avg_loss is 0.40640468819986414
2025-01-01 21:08:21 - running Epoch:7, fl78Client5,avg_loss is 0.35335168016107776
2025-01-01 21:08:22 - running Epoch:8, fl78Client5,avg_loss is 0.3164445730515673
