2025-01-02 16:14:46 - Model: VGG_12_UE
2025-01-02 16:14:46 - Learning rate: 0.001
2025-01-02 16:14:46 - Number of epochs: 64
2025-01-02 16:14:46 - Train batch size: 64
2025-01-02 16:14:46 - Test batch size: 64
2025-01-02 16:14:46 - Federated learning epochs: 3
2025-01-02 16:14:46 - Number of clients: 5
2025-01-02 16:14:53 - Before train, fl0Client2 gNB_test Accuracy  10.56 %
2025-01-02 16:14:54 - Before train, fl0Client2 client_test Accuracy  11.65 %
2025-01-02 16:26:15 - running Epoch:26, fl156Client1,avg_loss is 2.3033619337021167
2025-01-02 16:26:18 - running Epoch:27, fl156Client1,avg_loss is 2.303384041330617
2025-01-02 16:26:21 - running Epoch:28, fl156Client1,avg_loss is 2.3031507844378236
2025-01-02 16:26:24 - running Epoch:29, fl156Client1,avg_loss is 2.303114347397142
2025-01-02 16:26:27 - running Epoch:30, fl156Client1,avg_loss is 2.3031022730906296
2025-01-02 16:26:30 - running Epoch:31, fl156Client1,avg_loss is 2.3031016504688626
2025-01-02 16:26:33 - running Epoch:32, fl156Client1,avg_loss is 2.3031831941786844
2025-01-02 16:26:36 - running Epoch:33, fl156Client1,avg_loss is 2.3029097037710202
2025-01-02 16:26:39 - running Epoch:34, fl156Client1,avg_loss is 2.3030301324880806
2025-01-02 16:26:42 - running Epoch:35, fl156Client1,avg_loss is 2.302916286857265
2025-01-02 16:26:45 - running Epoch:36, fl156Client1,avg_loss is 2.303135150557111
2025-01-02 16:26:48 - running Epoch:37, fl156Client1,avg_loss is 2.3028924601852516
2025-01-02 16:26:51 - running Epoch:38, fl156Client1,avg_loss is 2.3029115807478595
2025-01-02 16:26:54 - running Epoch:39, fl156Client1,avg_loss is 2.3027884094578446
2025-01-02 16:26:57 - running Epoch:40, fl156Client1,avg_loss is 2.302831469068102
2025-01-02 16:27:00 - running Epoch:41, fl156Client1,avg_loss is 2.3028276088131463
2025-01-02 16:27:03 - running Epoch:42, fl156Client1,avg_loss is 2.3027987707952025
2025-01-02 16:27:06 - running Epoch:43, fl156Client1,avg_loss is 2.3029010037707676
2025-01-02 16:27:09 - running Epoch:44, fl156Client1,avg_loss is 2.302885333443903
2025-01-02 16:27:12 - running Epoch:45, fl156Client1,avg_loss is 2.30273465593909
2025-01-02 16:27:15 - running Epoch:46, fl156Client1,avg_loss is 2.302833651281466
2025-01-02 16:27:17 - running Epoch:47, fl156Client1,avg_loss is 2.302777013960917
2025-01-02 16:27:21 - running Epoch:48, fl156Client1,avg_loss is 2.30278974277958
2025-01-02 16:27:24 - running Epoch:49, fl156Client1,avg_loss is 2.302707820940929
2025-01-02 16:27:27 - running Epoch:50, fl156Client1,avg_loss is 2.302686329859837
2025-01-02 16:27:30 - running Epoch:51, fl156Client1,avg_loss is 2.3027032317629286
2025-01-02 16:27:32 - running Epoch:52, fl156Client1,avg_loss is 2.302646728078271
2025-01-02 16:27:35 - running Epoch:53, fl156Client1,avg_loss is 2.302698827852869
2025-01-02 16:27:38 - running Epoch:54, fl156Client1,avg_loss is 2.302844535013673
2025-01-02 16:27:41 - running Epoch:55, fl156Client1,avg_loss is 2.3026672624478675
2025-01-02 16:27:44 - running Epoch:56, fl156Client1,avg_loss is 2.3026532504209287
2025-01-02 16:27:47 - running Epoch:57, fl156Client1,avg_loss is 2.302637707655597
2025-01-02 16:27:50 - running Epoch:58, fl156Client1,avg_loss is 2.30275395417669
2025-01-02 16:27:53 - running Epoch:59, fl156Client1,avg_loss is 2.302779507485165
2025-01-02 16:27:56 - running Epoch:60, fl156Client1,avg_loss is 2.3026661007267655
2025-01-02 16:27:59 - running Epoch:61, fl156Client1,avg_loss is 2.302669883533648
2025-01-02 16:28:02 - running Epoch:62, fl156Client1,avg_loss is 2.302626910483002
2025-01-02 16:28:05 - running Epoch:63, fl156Client1,avg_loss is 2.302633613537831
2025-01-02 16:28:06 - After train, fl1Client1 gNB_test Accuracy  10.0 %
2025-01-02 16:28:07 - After train, fl1Client1 Test Accuracy  9.950000000000001 %
2025-01-02 16:28:09 - Before train, fl1Client4 gNB_test Accuracy  10.0 %
2025-01-02 16:28:10 - Before train, fl1Client4 client_test Accuracy  9.4 %
2025-01-02 16:28:12 - running Epoch:0, fl156Client4,avg_loss is 2.5315481750828446
2025-01-02 16:28:13 - running Epoch:1, fl156Client4,avg_loss is 2.309904979292754
2025-01-02 16:28:15 - running Epoch:2, fl156Client4,avg_loss is 2.305043446789881
2025-01-02 16:28:16 - running Epoch:3, fl156Client4,avg_loss is 2.3036100469577083
2025-01-02 16:28:18 - running Epoch:4, fl156Client4,avg_loss is 2.3032740453246294
2025-01-02 16:28:19 - running Epoch:5, fl156Client4,avg_loss is 2.302799489088119
2025-01-02 16:28:21 - running Epoch:6, fl156Client4,avg_loss is 2.3031389515870697
2025-01-02 16:28:22 - running Epoch:7, fl156Client4,avg_loss is 2.303101020254147
2025-01-02 16:28:24 - running Epoch:8, fl156Client4,avg_loss is 2.3028825665735138
2025-01-02 16:28:25 - running Epoch:9, fl156Client4,avg_loss is 2.3031438292971083
2025-01-02 16:28:27 - running Epoch:10, fl156Client4,avg_loss is 2.3031395802831955
2025-01-02 16:28:29 - running Epoch:11, fl156Client4,avg_loss is 2.303020495517998
2025-01-02 16:28:30 - running Epoch:12, fl156Client4,avg_loss is 2.3030456327329016
2025-01-02 16:28:32 - running Epoch:13, fl156Client4,avg_loss is 2.3028571165291365
2025-01-02 16:28:33 - running Epoch:14, fl156Client4,avg_loss is 2.303037476387753
2025-01-02 16:28:35 - running Epoch:15, fl156Client4,avg_loss is 2.302774029932204
2025-01-02 16:28:36 - running Epoch:16, fl156Client4,avg_loss is 2.3028151897867772
2025-01-02 16:28:38 - running Epoch:17, fl156Client4,avg_loss is 2.302965367675587
2025-01-02 16:28:39 - running Epoch:18, fl156Client4,avg_loss is 2.303044269039373
2025-01-02 16:28:41 - running Epoch:19, fl156Client4,avg_loss is 2.303013268549731
2025-01-02 16:28:41 - Tweak done
2025-01-02 16:28:44 - running Epoch:20, fl156Client4,avg_loss is 2.3017355120106107
2025-01-02 16:28:46 - running Epoch:21, fl156Client4,avg_loss is 2.304101590138332
2025-01-02 16:28:50 - running Epoch:22, fl156Client4,avg_loss is 2.3035651832629163
2025-01-02 16:28:52 - running Epoch:23, fl156Client4,avg_loss is 2.303386533336275
2025-01-02 16:28:55 - running Epoch:24, fl156Client4,avg_loss is 2.3029881434835446
2025-01-02 16:28:58 - running Epoch:25, fl156Client4,avg_loss is 2.303541537303074
2025-01-02 16:29:01 - running Epoch:26, fl156Client4,avg_loss is 2.30325418065308
2025-01-02 16:29:04 - running Epoch:27, fl156Client4,avg_loss is 2.3031085813121432
2025-01-02 16:29:07 - running Epoch:28, fl156Client4,avg_loss is 2.3031854386542254
2025-01-02 16:29:10 - running Epoch:29, fl156Client4,avg_loss is 2.302889814802036
2025-01-02 16:29:13 - running Epoch:30, fl156Client4,avg_loss is 2.3026627613480684
2025-01-02 16:29:16 - running Epoch:31, fl156Client4,avg_loss is 2.3030725709951607
2025-01-02 16:29:19 - running Epoch:32, fl156Client4,avg_loss is 2.3030411498561785
2025-01-02 16:29:22 - running Epoch:33, fl156Client4,avg_loss is 2.30308512973178
2025-01-02 16:29:25 - running Epoch:34, fl156Client4,avg_loss is 2.3029055656141537
2025-01-02 16:29:28 - running Epoch:35, fl156Client4,avg_loss is 2.3028518136139886
2025-01-02 16:29:30 - running Epoch:36, fl156Client4,avg_loss is 2.3028568583688918
2025-01-02 16:29:34 - running Epoch:37, fl156Client4,avg_loss is 2.3027106743709296
2025-01-02 16:29:37 - running Epoch:38, fl156Client4,avg_loss is 2.3028566533592856
2025-01-02 16:29:40 - running Epoch:39, fl156Client4,avg_loss is 2.302794726790896
2025-01-02 16:29:42 - running Epoch:40, fl156Client4,avg_loss is 2.3027387242408315
2025-01-02 16:29:45 - running Epoch:41, fl156Client4,avg_loss is 2.3027636336672836
2025-01-02 16:29:48 - running Epoch:42, fl156Client4,avg_loss is 2.3027907329000485
2025-01-02 16:29:51 - running Epoch:43, fl156Client4,avg_loss is 2.302804362242389
2025-01-02 16:29:54 - running Epoch:44, fl156Client4,avg_loss is 2.3027718325329434
2025-01-02 16:29:57 - running Epoch:45, fl156Client4,avg_loss is 2.3027679388690148
2025-01-02 16:30:00 - running Epoch:46, fl156Client4,avg_loss is 2.3028448402501973
